path	loc	title	first_para	last_mod_date	last_mod_author	in_mkdocs_nav
docs/index.md	164	PointlesSQL	**Databricks-shaped, Python-only, agent-native.** A web UI and Python bridge over [soyuz-catalog](https://github.com/FloHofstetter/soyuz-catalog) (Unity-Catalog REST), Delta Lake, and MLflow — with...	2026-05-02	Florian Hofstetter	true
docs/integrations/grafana.md	154	Grafana	PointlesSQL ships an opinionated **Grafana audit dashboard** as a docker-compose overlay. Eight panels reading straight from the SQLite metadata DB; no separate Prometheus scrape, no agent code, no...	2026-05-17	Florian Hofstetter	true
docs/integrations/hermes-jobs/README.md	114	Hermes job manifests for PointlesSQL	This folder holds reference Hermes-cron job manifests that drive PointlesSQL's "agents reviewing agents" surface. The manifests are plain JSON snippets shaped like a single entry of `~/.hermes/cron...	2026-05-05	Florian Hofstetter	true
docs/integrations/hermes-jobs/compliance-bot.md	102	Compliance-Bot — operating manual	. A read-only Hermes flow that answers ad-hoc compliance questions over the same auditor toolset the daily Audit-Reviewer-Agent uses. Triggered by an incoming Slack DM / slash-command, not on a cro...	2026-05-02	Florian Hofstetter	true
docs/integrations/hermes-jobs/incident-responder.md	117	Incident-Responder — operating manual	. Hermes one-shot persona for "was hat Run X kaputt gemacht?" — the user already has a `run_id` (from a banner alert, a deploy log, a Slack ping) and needs to walk down to root cause without losing...	2026-05-02	Florian Hofstetter	true
docs/integrations/hermes-plugin.md	115	Hermes plugin	[`hermes-plugin-pointlessql`](https://github.com/FloHofstetter/hermes-plugin-pointlessql) is the agent-side surface for PointlesSQL. An httpx-only plugin (~1200 LOC client + ~50 tools) that registe...	2026-05-02	Florian Hofstetter	true
docs/integrations/index.md	14	Integrations	How PointlesSQL connects to the rest of the open-source agent stack.	2026-05-02	Florian Hofstetter	true
docs/integrations/mlflow.md	123	MLflow	PointlesSQL embeds an [MLflow Tracking](https://mlflow.org/) server as a subprocess and uses MLflow's UC-OSS registry shape to expose registered models as a soyuz `MODEL` Securable. wired this up e...	2026-05-02	Florian Hofstetter	true
docs/integrations/soyuz-catalog.md	100	soyuz-catalog	[soyuz-catalog](https://github.com/FloHofstetter/soyuz-catalog) is a Python reimplementation of the Unity Catalog REST API, spec-compatible with the upstream `unitycatalog/unitycatalog` JVM server...	2026-05-02	Florian Hofstetter	true
docs/internal/doc-audit.md	398	Documentation Audit — W1 of the Documentation Master-Plan	> > **Not for public consumption.** Lives under `docs/internal/` and > is `not_in_nav` on gh-pages. Outside readers should go to > [`docs/index.md`](../index.md) instead.	(untracked)	(untracked)	false
docs/internal/doc-site-ia.md	156	Documentation-site Information Architecture	> > Introduced 2026-05-25 in W1 of the seven-wave Documentation > Master-Plan, alongside [ADR-0009](../decisions/0009-doc-publication-decisions.md).	(untracked)	(untracked)	false
docs/internal/navigation_ia.md	260	Navigation Information Architecture	**Status:** authoritative contract. Every user-facing page in the PointlesSQL frontend must have an entry in this document. Future audit bots verify that the set of routes returning HTML matches th...	2026-05-15	Florian Hofstetter	false
docs/internal/phase-105.md	170	Phase 105 — Real-time co-edit	Closed 2026-05-21. Sub-sprint detail extracted from `ROADMAP.md` in W2 of the Documentation Master-Plan (per ADR-0009 D7, phases over 100 LOC move their detail to a per-phase sidecar; the main ROAD...	(untracked)	(untracked)	false
docs/internal/phase-121.md	271	Phase 121 — Code Quality Wave VI (error-envelope unification)	Closed 2026-05-24. Sub-sprint detail extracted from `ROADMAP.md` in W2 of the Documentation Master-Plan (per ADR-0009 D7, phases over 100 LOC move their detail to a per-phase sidecar; the main ROAD...	(untracked)	(untracked)	false
docs/internal/phase-123.md	202	Phase 123 — Frontend Master-Plan (8-wave modernisation)	Closed 2026-05-25. Sub-sprint detail extracted from `ROADMAP.md` in W2 of the Documentation Master-Plan (per ADR-0009 D7, phases over 100 LOC move their detail to a per-phase sidecar; the main ROAD...	(untracked)	(untracked)	false
docs/internal/quality_final.md	225	Quality Sweep — Final Report	Date: 2026-04-26 Branch: main (uncommitted) Plan: `~/.claude/plans/mission-code-qualit-t-pointlesql-luminous-pancake.md`	2026-05-17	Florian Hofstetter	false
docs/internal/roadmap_archive.md	12877	Roadmap Archive (Phases 0–99 + Hygiene wave)	This file holds the *full* historical detail of completed phases that have been compressed in [`ROADMAP.md`](../../ROADMAP.md) for scannability. Nothing here is current planning — the active roadma...	2026-05-17	Florian Hofstetter	false
docs/reference/api.md	178	REST API	PointlesSQL exposes ~205 HTTP routes across 34 router files. This page hand-curates the **top-30** routes that an integrator will actually call — auth, runs, models, lineage, write, merge, branchin...	2026-05-02	Florian Hofstetter	true
docs/reference/cli.md	108	CLI reference	The `pointlessql` command exposes two surfaces: the dev-server entry point (no arguments) and an `admin` group for operational helpers.	2026-04-30	Florian Hofstetter	true
docs/reference/cloudevents.md	207	CloudEvents reference	Every interesting state change in PointlesSQL fans out as a [CloudEvents 1.0](https://cloudevents.io/) envelope, posted to the configured webhook destinations. This page lists every `type` Pointles...	2026-05-02	Florian Hofstetter	true
docs/reference/configuration.md	267	Configuration	Every PointlesSQL setting lives in [`pointlessql/settings.py`](https://github.com/FloHofstetter/PointlesSQL/blob/main/pointlessql/settings.py) as a pydantic-settings `BaseSettings` sub-model. split...	2026-05-05	Florian Hofstetter	true
docs/reference/index.md	31	Reference	The full API surface of PointlesSQL — Python, REST, CLI, configuration, events, permissions.	2026-05-02	Florian Hofstetter	true
docs/reference/permissions.md	130	Permissions	The trust-tier matrix. Every PointlesSQL endpoint sits at exactly one row of this table; every API-key has exactly one column profile.	2026-04-30	Florian Hofstetter	true
docs/reference/python/index.md	41	Python API	Reference docs for everything you can `from pointlessql import …` or call from a notebook / script.	2026-05-05	Florian Hofstetter	true
docs/reference/python/pql.md	64	`PQL` class	The primary public Python API. 19 methods covering catalog browsing, Delta read / write / merge / aggregate, time-travel, rollback, and Delta-branching.	2026-05-02	Florian Hofstetter	true
docs/reference/python/services.md	79	Service modules	Internal modules you'd call from an admin script or a custom plugin. Most users go through the [`PQL` class](pql.md) instead.	2026-05-02	Florian Hofstetter	true
docs/research/bootstrap53-gap-analysis.md	204	Bootstrap 5.3 Gap Analysis	This document is **input** for the Phase 53 UI Overhaul Proposal ([`ui-overhaul-proposal.md`](ui-overhaul-proposal.md)). It is NOT a recommendation by itself — it is the data layer.	2026-05-07	Florian Hofstetter	true
docs/research/ui-overhaul-proposal.md	211	UI Overhaul Proposal	PointlesSQL's UI is **structurally healthy and visually coherent**. Phase 17 (icon-rail + context-panel + tab-aware run-detail + 6-tab table-detail) delivered a modern dashboard pattern that is wel...	(untracked)	(untracked)	true
